ID,designation_header,strain_number_header,is_type_strain_header,species,Genome seq. accession number,Motility
23344,ZS79,"DSM 27222, CGMCC 1.10752, KCTC 23365",1,Lysobacter arseniciresistens,GCA_000768335,1
17483,Ko07,"DSM 16239, KCTC 12205, CCUG 55589, LMG 23352, NBRC 102010",1,Lysobacter concretionis,GCA_000768345,1
17484,GH1-9,"CCUG 55492, KACC 11406, DSM 17634, CIP 109292",1,Lysobacter daejeonensis,GCA_000768355,0
17490,,"DSM 18482, CCUG 53152, CIP 109615, IMMIB APB-9",1,Lysobacter defluvii,GCA_000423325,0
17486,DS-58,"DSM 17958, KCTC 12822",1,Lysobacter dokdonensis,GCA_000770795,0
163929,UKS-15,"JCM 30983, KACC 18719",1,Lysobacter lacus,GCA_008274655,0
17489,GH41-7,"DSM 18481, CIP 109587, KACC 11588",1,Lysobacter niastensis,GCA_015453285,1
166108,83-4,"CGMCC 1.13464, NRBC 113451",1,Lysobacter oculi,GCA_003293695,0
166306,,"KCTC 72062, CGMCC 1.16662, SYSU H10001",1,Lysobacter prati,GCA_009765215,0
166459,ZS60,"CGMCC 1.15509, NBRC 112614",1,Lysobacter psychrotolerans,GCA_003719825,0
17500,CTN-1,"DSM 22393, CGMCC 1.10136, KCTC 23715",1,Lysobacter ruishenii,GCA_007830115,1
164449,17J68-2,"JCM 33058, KCTC 62237",1,Lysobacter segetis,GCA_004359965,1
157768,AM20-91,"DSM 104734, LMG 30011",1,Lysobacter silvestris,GCA_002895945,1
17498,,"DSM 24712, KCTC 22011, LMG 24126, DCY 21",1,Lysobacter soli,GCA_003382285,1
17492,,"DSM 21749, JCM 14760, KMM 329, NRIC 0728, KCTC 23742",1,Lysobacter spongiicola,GCA_900167055,1
166520,C8-1,"KCTC 62034, CGMCC 1.16271",1,Lysobacter tabacisoli,GCA_003586305,0
164448,17J7-1,"JCM 33057, KCTC 62217",1,Lysobacter terrigena,GCA_004361065,1
132485,UM1,"DSM 28473, KCTC 42936, MCC 2572",1,Lysobacter tolerans,GCA_900155935,0
17499,RCML-52,"DSM 25188, CCTCC AB 208194, KCTC 22558, CIP 110460",1,Lysobacter xinjiangensis,GCA_014651995,0
12524,LIND7H,"DSM 23697, CCUG 60892, JCM 16313",1,Macellibacteroides fermentans,GCA_013409575,0
14423,,"DSM 19358, CCM 4811, CCUG 47200, CIP 108167, LMG 21712",1,Macrococcus brunensis,GCA_004359615,0
133084,KM 45013,"DSM 101690, CCOS 969, CCUG 68920, CIP 111363",1,Macrococcus canis,GCA_002119805,0
14420,"DD9348, H8b16, DD 9348","DSM 15608, ATCC 51828, CCUG 38360, CCM 4650, CIP 105711",1,Macrococcus carouselicus,GCA_004359515,0
14422,"DD9350, H8h3, DD 9350","DSM 15609, ATCC 51831, CCUG 38363, CCM 4653, CIP 105716",1,Macrococcus equipercicus,GCA_004359525,0
14424,,"DSM 19357, CCM 4809, CCUG 47201, CIP 108166, LMG 21711",1,Macrococcus hajekii,GCA_004359505,0
14425,,"DSM 19359, CCM 4815, CCUG 47199, CIP 108165, LMG 21713",1,Macrococcus lamae,GCA_004359545,0
133811,MC-1,"ATCC BAA-1437, JCM 17883",1,Magnetococcus marinus,GCA_000014865,1
132529,SO-1,"DSM 28995, VKM B-2936",1,Magnetospirillum caucaseum,GCA_000342045,1
166531,LBB-42,"VKM B-3270, KCTC 15749",1,Magnetospirillum kuznetsovii,GCA_003284725,1
132530,SP-1,"DSM 29006, VKM B-2938",1,Magnetospirillum marisnigri,GCA_001650715,1
132531,BB-1,"DSM 29455, VKM B-2939",1,Magnetospirillum moscoviense,GCA_001650635,1
23250,MV-1,"DSM 18854, ATCC BAA-1436",1,Magnetovibrio blakemorei,GCA_001746755,1
2740,M1,"DSM 5387, ATCC 49637",1,Maledivibacter halophilus,GCA_900167445,1
2978,P1,"DSM 15619, CIP 108194, JCM 12706, CCUG 64012",1,Malikia granosa,GCA_002980595,1
141072,MM-10,"KCTC 42721, CECT 8898",1,Maliponia aquimaris,GCA_900184945,0
13854,JLT354-W,"DSM 26384, CGMCC 1.7290, LMG 24665",1,Mameliella alba,GCA_003051025,0
14648,241,"DSM 13212, ATCC BAA-274, CIP 106114, CCUG 43834",1,Staphylococcus fleurettii,GCA_003970575,0
14561,K 21,"DSM 20352, ATCC 29070, CCUG 15599, JCM 2426, BCRC 12926, CCM 3472, CIP 81.63, LMG 21025, NCTC 12102, NRRL B-14758",1,Staphylococcus lentus,GCA_002902755,0
14631,,"DSM 20345, ATCC 29062, BCRC 12927, CCM 3473, CCUG 15598, CNCTC 5683, JCM 2425, NCTC 12103, SC 116, CIP 81.62, MTCC 6154, NRRL B-14777",1,Staphylococcus sciuri,GCA_001046995,0
14664,"R1-33, BM 12492","DSM 16827, ATCC 700061, CIP 105829, CCUG 37923, CCM 4657",0,Staphylococcus sciuri,GCA_003968855,0
14680,196,"DSM 26319, CCM 7717, PCM 2693, CCUG 72271, CIP 111012",1,Staphylococcus stepanovicii,GCA_002902525,0
14660,DD756,"CCUG 33636, DSM 15615, ATCC 51145, CIP 104850",1,Staphylococcus vitulinus,GCA_002902265,0
14658,"B92/78, NT215","CCUG 33938, CIP 104364, CCM 4481, DSM 9930, ATCC 51698, PCM 2443",0,Staphylococcus vitulinus,GCA_003970525,0
140470,MP23,"KCTC 42580, DSM 100250",1,Mangrovibacter phragmitis,GCA_001655675,1
5243,MSSRF40,"DSM 19579, LMG 24236",1,Mangrovibacter plantisponsor,GCA_003182475,1
159731,5T4P-12-1,"KCTC 62053, CGMCC 1.16279",1,Mangrovicella endophytica,GCA_002893625,1
133912,LYYY01,"CGMCC 1.12280, LMG 27142",1,Mangrovimonas yunxiaonensis,GCA_014636995,0
158538,M11-4,"MCCC 1K03312, JCM 32104",1,Mangrovitalea sediminis,GCA_002514725,1
11722,26,"DSM 19156, ATCC 49244, CIP 103433, CCUG 45422",1,Mannheimia granulomatis,GCA_000621105,0
11721,"1266/56A&B, 1266 A & B","DSM 10531, ATCC 33396, NCTC 9380, CIP 103426, CCM 5141, CCUG 408",1,Mannheimia haemolytica,GCA_004342115,0
166412,ZY170218,"CGMCC 1.13620, KCTC 15731",1,Mannheimia pernigra,GCA_009828705,0
11725,177,"DSM 19166, CCUG 38462, CIP 106064",1,Mannheimia varigena,GCA_013377235,0
133998,GY20,"KACC 16440, JCM 18631",1,Maribacter aestuarii,GCA_027474845,0
164418,PoM-212,"JCM 32941, KACC 19789",1,Maribacter algicola,GCA_003933245,0
5614,CL-AP4,"DSM 21422, JCM 15445, KCCM 90069",1,Maribacter antarcticus,GCA_000621125,0
5606,,"KMM 3949, CIP 108495, DSM 16478, CCUG 48009, KCTC 12968",1,Maribacter aquivivus,GCA_900142175,0
5613,,"DSM 23546, JCM 14790, KCTC 22053, KOPRI 20941, CIP 110780",1,Maribacter arcticus,GCA_900167935,0
141154,B1,"CGMCC 1.15508, KCTC 52882, MCCC 1K03318",1,Maribacter cobaltidurans,GCA_002269385,0
5608,DSW-8,"DSM 17201, KCTC 12393, CIP 108966",1,Maribacter dokdonensis,GCA_001447995,0
5612,"KT02ds 18-6, ODDS18-6, KT02ds18-6","DSM 18668, CIP 109504",1,Maribacter forsetii,GCA_000744105,0
159839,SDRB-Phe2,"JCM 32373, KCTC 62273, DSM 106042",1,Maribacter litoralis,GCA_003075045,1
5605,,"DSM 16471, CCUG 48008, KCTC 12967, KCTC 42563, KMM 3947, CIP 108494",1,Maribacter orientalis,GCA_900109345,0
5609,,"DSM 23514, KCTC 22021, KMM 6151, LMG 23671",1,Maribacter polysiphoniae,GCA_003148665,0
5604,,"DSM 19840, CCUG 47098, KCTC 12966, KMM 3903, CIP 108493",1,Maribacter sedimenticola,GCA_900188415,0
5615,,"DSM 19891, KCTC 22023, LMG 22581, KMM 6046",1,Maribacter stanieri,GCA_900112245,0
5607,M-3Alg 46-1,"DSM 15366, KCTC 12969, KMM 3951, CIP 108844, KCTC 12669",1,Maribacter ulvicola,GCA_900155985,0
166182,XSD2,"KCTC 62994, MCCC 1H00347",1,Maribellus luteus,GCA_003576475,0
23234,B5-6,"DSM 26893, JCM 14009, KCCM 42336, CIP 109553, CECT 7801",1,Palleronia pelagia,GCA_900110115,0
23235,CL-SP27,"DSM 26892, JCM 13037, KCCM 42113, CIP 109545, CECT 7800",1,Palleronia salina,GCA_900141995,0
6208,CM 11,"DSM 4734, ATCC 15268, JCM 21108, CIP 106103, IAM 14255, NBRC 102484, NCIMB 2209, VKM B-1510",1,Maricaulis maris,GCA_003634045,1
6211,,"DSM 16078, CIP 107440, LMG 19863, MCS 25, KCTC 12215",1,Maricaulis parjimensis,GCA_016817355,1
6210,,"DSM 16077, CIP 107439, LMG 19864, MCS 18, KCTC 12216",1,Maricaulis salignorans,GCA_900103475,1
4147,SRL 4225,"DSM 16055, ATCC BAA-903",1,Maridesulfovibrio bastinii,GCA_000429985,1
4158,61,"DSM 16995, JCM 12925",1,Maridesulfovibrio ferrireducens,GCA_900101105,1
4157,18,"DSM 17176, JCM 12924",1,Maridesulfovibrio frigidus,GCA_000711735,1
4142,"AM13, AM13cf, H7","DSM 14728, CIP 107303",1,Maridesulfovibrio hydrothermalis,GCA_000331025,0
6310,HG667,"DSM 18935, JCM 16543, MBIC 07497",1,Marihabitans asiaticum,GCA_007828725,0
160214,GH1-19,"DSM 106292, KCTC 62376",1,Marimonas lutisalis,GCA_005434965,1
11263,,"DSM 45154, CCTCC AA 208041, JCM 16903, SCSIO 00652, NBRC 110046",1,Marinactinospora thermotolerans,GCA_900167435,0
140894,Z1,"ATCC BAA-2617, CICC 10859",1,Marinagarivorans algicola,GCA_001292705,1
140461,FC18,"LMG 29748, DSM 26290",1,Mariniblastus fucicola,GCA_001642875,0
133923,P-1 km-3,"KACC 16526, CGMCC 1.11031",1,Marinicauda pacifica,GCA_004793635,0
166179,WD6-1,"KCTC 62348, MCCC 1H00282",1,Marinicauda salina,GCA_003122085,1
159701,SY-3-19,"MCCC 1K03432, KCTC 62156",1,Marinicaulis flavus,GCA_002943565,1
17915,,"DSM 25488, JCM 16154, KMM 3900, NRIC 0758",1,Marinicella litoralis,GCA_002591915,0
132977,sw153,"DSM 25600, CGMCC 1.12181, JCM 18208",1,Marinicella pacifica,GCA_014636635,0
159708,F2,"KCTC 42953, MCCC 1H00149",1,Marinicella sediminis,GCA_002000055,0
159845,JC075,"KCTC 15646, MCCC 1K03477, JCM 32401, MCC 1K03477",1,Marinifilum breve,GCA_003202155,0
133508,JC2469,"IMSNU 14138, KCTC 22488, JCM 15579",1,Marinifilum fragile,GCA_001310955,0
5722,SW5,"DSM 18792, CIP 109502",1,Mariniflexile fucanivorans,GCA_004341235,0
134195,,"KCTC 12570, LMG 22578, KMM 6038",1,Mariniflexile gromovii,GCA_017814435,0
166463,WTE16,"KCTC 62599, MCCC 1H00311",1,Marinilabilia rubra,GCA_003121985,1
131750,,"DSM 26891, ATCC 19041, CIP 104809, IFO (now NBRC) 15948, JCM 21150, LMG 1346, NCIMB 2216, DSM 6480, IAM 14310, NBRC 15948, IFO 15948",1,Marinilabilia salmonicolor,GCA_000259075,0
2278,LT20,"DSM 16108, JCM 12337, CIP 108666",1,Marinilactibacillus piezotolerans,GCA_900114235,0
2279,M13-2,"DSM 19582, IAM 14980, NBRC 100002, NCIMB 13873, JCM 21451, NRIC 0510, CIP 108048",1,Marinilactibacillus psychrotolerans,GCA_007989385,1
456,"M18, 27.101","DSM 16975, KCTC 12357, CIP 109192",1,Marinimicrobium agarilyticum,GCA_000423345,1
166430,SW121,"CGMCC 1.16166, KCTC 62651",1,Marinimicrobium alkaliphilum,GCA_003259155,1
455,M9,"DSM 16974, KCTC 12356, CIP 109193",1,Marinimicrobium koreense,GCA_003762925,1
24725,AK6,"DSM 25051, JCM 17389, MTCC 11279",1,Mariniradius saccharolyticus,GCA_000330725,0
132988,NH83,"DSM 101478, CGMCC 1.15462",1,Marinirhabdus gelatinilytica,GCA_003353425,0
17042,AT1271,"DSM 16785, JCM 12826",1,Marinitoga hydrogenitolerans,GCA_900129175,1
17044,MC3,"DSM 21709, JCM 15581, KCTC 15136, NBRC 109657",1,Marinitoga litoralis,GCA_016908145,1
133861,KYW371,"KCTC 23449, JCM 17452",1,Hyunsoonleella aestuarii,GCA_006148925,0
493,HP15,"DSM 23420, CIP 110141, NCBI AY241552",1,Marinobacter adhaerens,GCA_000166295,1
482,DG893,"DSM 16394, CIP 109780, NCIMB 14009",1,Marinobacter algicola,GCA_000170835,1
133761,ZS2-30,"CGMCC 1.10835, KCTC 23684",1,Marinobacter antarcticus,GCA_900142385,1
159844,T17,"KCTC 52710, MCCC 1K03282",1,Marinobacter bohaiensis,GCA_003258515,1
480,114-50-11,"DSM 15401, KMM 3840",1,Marinobacter bryozoorum,GCA_023156245,1
483,SW-156,"DSM 16072, JCM 12324, KCTC 12184, CIP 108614",1,Marinobacter daepoensis,GCA_000421165,1
481,SW145,"DSM 16070, JCM 12323, CGMCC 1.8487, KCTC 12185, CIP 108615",1,Marinobacter flavimaris,GCA_003363485,1
159754,NH169-3,"MCCC 1K03455, KCTC 62226",1,Marinobacter fuscus,GCA_003007675,0
490,En6,"DSM 19471, KCTC 12515",1,Marinobacter goseongensis,GCA_023156235,0
488,SLO14B-61A,"DSM 18066, CGMCC 1.6294, CIP 109534, LMG 23509",1,Marinobacter gudaonensis,GCA_900115175,1
134296,M3B,"LMG 24048, CECT 7243",1,Marinobacter guineae,GCA_002744735,1
133354,CP12,"KACC 18381, NBRC 110910",1,Marinobacter halotolerans,GCA_008795985,0
478,SM19,"DSM 15157, CCM 7048, CIP 107627, NCIMB 13907",1,Marinobacter lipolyticus,GCA_000397065,0
486,CK47,"DSM 16561, JCM 12521, MTCC 6519, CGMCC 1.6490, CIP 108870, LMG 23847",1,Marinobacter maritimus,GCA_007671675,1
134085,,"CGMCC 1.7059, JCM 15154, CN 46",1,Marinobacter mobilis,GCA_900106945,1
473,SP. 17,"DSM 8798, ATCC 49840, CIP 103578",1,Marinobacter nauticus,GCA_000284615,1
474,VT8,"DSM 11845, ATCC 700491, CIP 106100",0,Marinobacter nauticus,GCA_000015365,1
475,"179, A 179","DSM 50418, ATCC 27132, ICPB 3529, NCIMB 1967, CCUG 16007, CIP 74.11, DSM 6819, JCM 20777, IAM 12929, LMG 2226, NBRC 103161, CCUG 16032, NCIMB 1267",0,Marinobacter nauticus,GCA_003634635,1
492,,"DSM 22359, CECT 7499, SET Set74, SET 74",1,Marinobacter oulmenensis,GCA_014201735,1
134311,HS225,"CGMCC 1.6775, JCM 14804",1,Marinobacter pelagius,GCA_900114925,1
134346,20041,"CGMCC 1.6499, JCM 14643, BCRC 80070",1,Marinobacter psychrophilus,GCA_001043175,1
130155,R9sw1,"DSM 27081, CIP 110588, JCM 19399, KMM 7502, LMG 27497",1,Marinobacter salarius,GCA_000831005,1
134282,ISL-40,"KCTC 129725, CCUG 54357, KCTC 12972, CIP 109719",1,Marinobacter salicampi,GCA_011074795,1
133343,Hb8,"KCTC 52255, JCM 31416",1,Marinobacter salinus,GCA_001854125,1
489,SD-14B,"DSM 18347, CIP 109893, LMG 23697",1,Marinobacter salsuginis,GCA_004936695,1
491,NKSG1,DSM 21262,1,Marinobacter santoriniensis,GCA_000347775,1
134254,SS011B1-4T,"LMG 23928, CGMCC 1.6489",1,Marinobacter segnicrescens,GCA_900111555,1
130156,A3d10,"DSM 27079, CIP 110589, JCM 19398, KMM 7501",1,Marinobacter similis,GCA_000830985,1
487,FB1,"DSM 17747, CCUG 52119, CIP 109495",1,Marinobacter vinifirmus,GCA_002258215,0
170942,F01,"MCCC 1H00290, KCTC 52700",1,Marinobacter vulgaris,GCA_007559285,1
133669,UST090418-1611,"JCM 17469, NRRL B-59512",1,Marinobacter xestospongiae,GCA_023156385,1
134086,,"CGMCC 1.7061, JCM 15156, CN 74",1,Marinobacter zhejiangensis,GCA_900114775,1
158614,ST58-10,"KCTC 52193, NBRC 112103",1,Marinobacterium aestuarii,GCA_001651805,1
460,"mano11, 30.101","DSM 17586, KCTC 12240",1,Marinobacterium halophilum,GCA_003014615,1
459,KW-40,"DSM 11526, ATCC 700074, JCM 21667, CIP 105236, IAM 15212, NBRC 102606, CECT 7200",0,Marinobacterium iners,GCA_900107855,1
461,,"DSM 23545, KCTC 12756, LMG 23872, CCUG 54309, IMCC 1877",1,Marinobacterium litorale,GCA_000428985,1
463,AN9,"DSM 22012, KACC 13703",1,Marinobacterium lutimaris,GCA_900108065,1
130152,Gal22,"DSM 27697, CIP 110653",1,Marinobacterium mangrovicola,GCA_004339595,1
133470,,"CGMCC 1.7286, JCM 15523, CN 44",1,Marinobacterium nitratireducens,GCA_014645375,1
140895,,"KCCM 43095, JCM 30410, PAMC 27536",1,Marinobacterium profundum,GCA_001528745,1
462,CL-YJ9,"DSM 18822, KCCM 42386",1,Marinobacterium rhizophilum,GCA_000378045,1
457,146,"DSM 7027, ATCC 27130, CCUG 16021, CIP 106697, LMG 6847, CECT 7202",1,Marinobacterium stanieri,GCA_900155945,1
140627,WM3,"CGMCC 1.15341, KCTC 42782",1,Marinobacterium zhoushanense,GCA_014641945,1
1369,HK 718,"DSM 20408, ATCC 27964, CCM 2706, JCM 2479, NRCC 14033, CIP 104819, IAM 12844, KCTC 2843, LMG 17439, NBRC 102359, NCIMB 13496, VKM Ac-1985",1,Marinococcus halophilus,GCA_002265875,1
1370,,"DSM 16375, CIP 108945, KCTC 19045, YIM 70157, NBRC 106070",1,Marinococcus halotolerans,GCA_000420725,1
1371,,"DSM 23126, KCTC 13214, YIM 91094, CCTCC AA 208014",1,Marinococcus luteus,GCA_900106595,1
167268,QM202,"KCTC 52475, MCCC 1H00145, QM 202",1,Marinomonas agarivorans,GCA_002173415,1
137366,11SM4,"CIP 108405, CECT 5080, CCUG 49439",1,Marinomonas aquimarina,GCA_900089755,0
134354,328,"CGMCC 1.6498, JCM 14976",1,Marinomonas arctica,GCA_003259225,1
133529,,"NRIC 0752, JCM 15737, KMM 3893",1,Marinomonas arenicola,GCA_004352855,1
133502,IVIA-Po-101,"CECT 7378, NCIMB 14432",1,Marinomonas balearica,GCA_004362145,1
166251,ANRC-JHZ47,"MCCC 1K03604, KCTC 72113",1,Marinomonas flavescens,GCA_004352835,1
133771,HDW-15,"KCTC 23661, CCUG 61321",1,Marinomonas hwangdonensis,GCA_003721245,1
11270,MMB-1,"DSM 23531, ATCC 700492, CECT 4803, JCM 21426, CIP 106128, IAM 14944, NBRC 103028",1,Marinomonas mediterranea,GCA_000192865,1
11272,CK13,"DSM 16579, JCM 12522, MTCC 6645, CGMCC 1.6484, CIP 109165",1,Marinomonas polaris,GCA_900129155,1
133501,IVIA-Po-185,"CECT 7375, NCIMB 14435",1,Marinomonas pollencensis,GCA_003387375,1
11274,46-16,"DSM 17793, KMM 3492, LMG 22531, UCM 11075",1,Marinomonas pontica,GCA_026191375,1
140861,SMJ19,"CECT 8886, KCTC 42958",1,Marinomonas spartinae,GCA_900089775,1
11271,U1,"DSM 15871, JCM 12170, MTCC 6143, CGMCC 1.8483, CGMCC 1.8710, CIP 108668",1,Marinomonas ushuaiensis,GCA_000521805,1
133447,MRN461,"KCCM 42325, JCM 14064",1,Marinoscillum pacificum,GCA_024714495,1
11277,v1c_Sn-red,"DSM 18438, LMG 24610, VKM 2416, VKM B-2416",1,Marinospirillum celere,GCA_900112235,1
11279,K,"DSM 21763, LMG 21802, NBRC 100033",1,Marinospirillum insulare,GCA_000686905,1
168658,F3212,"KCTC 52892, MCCC 1H00198",1,Marinospirillum perlucidum,GCA_003336805,1
13679,FF3,"DSM 10251, ATCC 51440, JCM 21266, CECT 5396, CIP 104267, IAM 14591, IFO 16653, NBRC 16653",1,Marinovum algicola,GCA_900172245,1
133387,,"KCTC 52409, MCCC 1K03210, CDA 4",1,Maribacter aurantiacus,GCA_005780245,0
7507,ZS314,"DSM 22350, CCTCC AB 209077, JCM 19552, NBRC 109630",1,Marisediminicola antarctica,GCA_009930795,1
167342,GS-14,"KCTC 72401, MCCC 1K03622",1,Marisediminitalea mangrovi,GCA_006494365,1
140775,JC444,"KCTC 15554, DSM 103365",1,Marispirochaeta aestuarii,GCA_002087085,1
133451,E6,"CGMCC 1.7002, JCM 15144",1,Maritalea mobilis,GCA_004363175,1
140776,ZC80,"CGMCC 1.15697, NBRC 112461",1,Marivibrio halodurans,GCA_017963645,1
5473,H-43,"DSM 4126, ATCC 23168, CIP 106410, IFO 15989, KCTC 2958, NBRC 15989, NCIMB 1408, VKM B-1430",1,Marivirga tractuosa,GCA_000183425,0
13851,CL-SK44,"DSM 21340, JCM 15447, KCCM 90070",1,Marivita cryptomonadis,GCA_002115725,1
130640,DPG-138,"DSM 29432, CCUG 62112, KCTC 23882",1,Marivita geojedonensis,GCA_002115805,0
130639,DPG-28,"DSM 29431, CCUG 60522, KCTC 23421",1,Marivita hallyeonensis,GCA_900129875,0
140928,AM-4,"KCTC 42776, CECT 8947",1,Marivivens donghaensis,GCA_023541015,0
134220,,"NRIC 0684, JCM 14121, KMM 3046, CIP 109555",1,Marixanthomonas ophiurae,GCA_003413745,0
11086,SST-45,"DSM 21547, CIP 109645, JCM 13812, NRRL B-24464",1,Nocardioides aequoreus,GCA_000720335,0
11084,,"DSM 12652, JCM 10917, NBRC 105375, BC 361, CIP 106770, NCIMB 13748",1,Nocardioides aurantiacus,GCA_003752505,0
158677,8BXZ-J1,"KCTC 39789, CGMCC 1.16067",1,Marmoricola endophyticus,GCA_014644415,0
132514,,"DSM 22772, KACC 14267, Gsoil 097, JCM 32748",1,Nocardioides marmoriginsengisoli,GCA_003725695,0
166481,4Q3S-7,"KCTC 39790, CGMCC 4.7424",1,Nocardioides mangrovicus,GCA_003674065,1
132515,,"DSM 22773, KACC 14275, Gsoil 818, JCM 32749",1,Nocardioides pocheonensis,GCA_003725535,0
166469,ZX-21,"MCCC 1K03431, KCTC 62160",1,Zhongshania marina,GCA_002915595,1
133970,YC6887,"KCCM 43011, NBRC 109149",1,Martelella endophytica,GCA_000960975,0
531,MACL11,"DSM 17316, CECT 5861, LMG 22193, CIP 108716",1,Martelella mediterranea,GCA_000376125,0
140977,J9,"KEMB 9005-359, JCM 31605",1,Massilia agilis,GCA_024756255,1
140986,K-3-1,"KEMB 9005-446, KACC 19000, JCM 31661",1,Massilia agri,GCA_024753255,1
11325,45,"CCUG 52214, DSM 17472, CCTCC AB 204071, KCTC 12343, CIP 109189",1,Massilia albidiflava,GCA_004322755,0
11324,,"DSM 17462, CCTCC AA 204003, KCTC 12194, YIM 31775, CCUG 50882, CIP 108793",1,Massilia alkalitolerans,GCA_000427785,1
169990,P3165,"CCM 8693, LMG 31211",1,Massilia aquatica,GCA_011682045,1
166339,FT127W,"GDMCC 1.1690, KACC 21482",0,Massilia aquatica,GCA_009857595,1
159643,ZMN-3,"DSM 104676, CGMCC 1.16209",1,Massilia armeniaca,GCA_003028855,1
166521,SOD,"KCTC 62720, LMG 30840",1,Massilia atriviolacea,GCA_003953935,1
11329,AP13,"CCUG 54941, DSM 18055, CCM 7363, CECT 7142, JCM 13879, CGMCC 1.10742, CIP 109392",1,Massilia aurea,GCA_024753205,0
158678,A9,"DSM 103547, CGMCC 1.15931, KCTC 52429",1,Massilia buxea,GCA_009720835,1
11328,16,"DSM 17513, CCTCC AB 204070, KCTC 12342, CCUG 52213, CIP 109188",1,Massilia dura,GCA_009727155,0
167398,P5534,"CCM 8695, LMG 31212",1,Massilia frigida,GCA_011682175,1
140777,B448-2,"JCM 30271, CGMCC 1.12920, CCM 8861",1,Massilia glaciei,GCA_003011895,0
166330,DS3,"GDMCC 1.1636, KACC 21312",1,Massilia guangdongensis,GCA_009857475,1
133930,D5,"CGMCC 1.10822, KCTC 23880",1,Massilia lurida,GCA_007830455,1
11326,101,"DSM 17473, CCTCC AB 204073, KCTC 12345, CCUG 52216, CIP 109190",1,Massilia lutea,GCA_004209755,0
167415,P5902,"CCM 8733, LMG 31210",1,Massilia mucilaginosa,GCA_011682145,1
11342,333-1-0411,"DSM 25159, CGMCC 1.11014",1,Massilia namucuonensis,GCA_900116645,1
11335,5516S-1,"DSM 21313, CIP 110038, KACC 12599",1,Massilia niastensis,GCA_000382345,1
140511,T33,"KACC 18748, KEMB 9005-368, JCM 31316",1,Massilia pinisoli,GCA_024753285,1
11327,76,"DSM 17505, CCTCC AB 204072, KCTC 12344, CIP 109191",1,Massilia plicata,GCA_004421005,1
133173,B1555-1,"CGMCC 1.15196, JCM 30813",1,Massilia psychrophila,GCA_002760665,1
141141,6NM-7,"DSM 27523, KCTC 42761",1,Massilia putida,GCA_001941825,1
167414,P3094,"CCM 8692, LMG 31213",1,Massilia rubra,GCA_011682065,1
140975,J18,"KEMB 9005-366, JCM 31607",1,Massilia solisilvae,GCA_024753215,1
140976,J11,"KEMB 9005-360, JCM 31606",1,Massilia terrae,GCA_024753145,1
11323,UR/MT95,"DSM 16850, CCUG 45783, CIP 105350",1,Massilia timonae,GCA_000315425,1
140929,CAVIO,"CECT 8897, LMG 28941",1,Massilia violacea,GCA_014191875,1
132911,Y1243-1,"DSM 105394, CGMCC 1.12041, KACC 16569, JCM 18139",1,Massilia yuzhufengensis,GCA_900112225,1
17126,YITM815,"DSM 19343, JCM 14723",1,Megamonas funiformis,GCA_010669225,0
17127,FM1025,"DSM 19944, CIP 109788",1,Megamonas rupellensis,GCA_000378365,0
17130,LC1,"DSM 20460, ATCC 25940, NCIB 8927, CCUG 64197, JCM 1772, CCUG 6199, CECT 390, CGMCC 1.2720, KCTC 5187, NCFB 2263, NCIMB 8927, VTT E-84221, CIP 106852, AIP 10100",1,Megasphaera elsdenii,GCA_000283495,0
140555,MH,"KCCM 43214, JCM 31403, KFCC 11466P",1,Megasphaera hexanoica,GCA_003315775,0
17131,,"DSM 16981, VTT E-032341",1,Megasphaera paucivorans,GCA_900103535,0
158428,AJH120,"DSM 106750, CCUG 71842",1,Megasphaera stantonii,GCA_003030445,0
13652,YBY-7,"DSM 24422, CGMCC 1.10789, LMG 26247, MCCC 1A06317",1,Meinhardsimonia xiamenensis,GCA_003001835,1
133487,,"CGMCC 1.6990, JCM 15151, LY 1",1,Meiothermus cateniformans,GCA_003574045,0
16711,AZM34c11,"DSM 23238, NBRC 106114",1,Meiothermus hypogaeus,GCA_003574035,0
140693,,"KCTC 52599, CCTCC AB 2017100, YIM 72257",1,Meiothermus luteus,GCA_003574085,0
158578,KBB12,"KCTC 32230, JCM 18740",1,Melaminivora jejuensis,GCA_017811175,1
24801,P3M-2,"DSM 23840, JCM 17771, VKM B-2668",1,Melioribacter roseus,GCA_000279145,1
130322,,"DSM 29964, ATCC 35311, LMG 20360, NCDO 2443, CIP 104052, LMG 19520",1,Melissococcus plutonius,GCA_000270185,0
140896,CZ-AZ5,"CGMCC 1.13179, JCM 18886",1,Membranihabitans marinus,GCA_021729155,0
166428,TG-679,"KCTC 62454, MCCC 1K03496",1,Meridianimarinicoccus roseus,GCA_003172915,0
24785,cd-1655R,"DSM 25116, OCM 1212",1,Mesoaciditoga lauensis,GCA_000745455,1
1268,CV53,"DSM 19613, CIP 108889, LMG 23174, UCCCB11",1,Mesobacillus foraminis,GCA_004340465,1
1250,YKJ-10,"DSM 18226, CIP 107104, JCM 10885, KCCM 41040, BCRC 20126, CCM 7133, CGMCC 1.3651, KCTC 3839",1,Mesobacillus jeotgali,GCA_002874535,1
22925,B48,"DSM 25386, CECT 8001, IBRC-M 10115",1,Mesobacillus persicus,GCA_900109925,0
1255,SF-1,"DSM 18680, JCM 14380, FERM P-15431",1,Mesobacillus selenatarsenatis,GCA_000813125,1
140266,JJ-247,"DSM 103964, CCM 8726, LMG 29876",1,Mesobacillus zeae,GCA_003570705,0
